latitude,longitude,magnitude
43.766940000,-79.319180000,35267
43.771566534,-79.304899276,31051
43.769030000,-79.303660000,31679
43.606042400,-79.547140800,19000
43.601690000,-79.545230000,15384
43.607220000,-79.520740000,16598
43.615890000,-79.524610000,27591
43.596430000,-79.524970000,10258
43.600710000,-79.518000000,9660
43.710580000,-79.379650000,16650
43.678450000,-79.440840000,7611
43.604850000,-79.498970000,3813
43.608160000,-79.500340000,3348
43.698700000,-79.436430000,26562
43.612260000,-79.496720000,6453
43.616966678,-79.518828392,13910
43.618400000,-79.511330000,16371
43.660700000,-79.510400000,19911
43.648800000,-79.528730000,20467
43.632150000,-79.544770000,26144
43.636130000,-79.540110000,24546
43.696180000,-79.532710000,13369
43.682320000,-79.526560000,27112
43.676860000,-79.505950000,10743
43.680810000,-79.508810000,12700
43.683930000,-79.511350000,27560
43.648810000,-79.548970000,15923
43.674510000,-79.563210000,30870
43.683340000,-79.567120000,10236
43.692920000,-79.571520000,13000
43.701980000,-79.575600000,11866
43.713880000,-79.581060000,21340
43.741980000,-79.594240000,24263
43.636950000,-79.556700000,29287
43.635640000,-79.562300000,22993
43.692260000,-79.567710000,21135
43.720370000,-79.537460000,19649
43.689020000,-79.460540000,7984
43.698460000,-79.463510000,17695
43.697030000,-79.467950000,9947
43.687150000,-79.438680000,13218
43.683110000,-79.458010000,16541
43.682790000,-79.463310000,9706
43.689930000,-79.435750000,6617
43.692660000,-79.440820000,12014
43.709000000,-79.443780000,13277
43.702270000,-79.441080000,13325
43.788670000,-79.409930000,16804
43.781650000,-79.407090000,24035
43.761080000,-79.499970000,19759
43.754930000,-79.528610000,35518
43.753310000,-79.536250000,34065
43.749990000,-79.552270000,23803
43.776510000,-79.430230000,17028
43.717740000,-79.523030000,14275
43.736620000,-79.437850000,15426
43.723410000,-79.496800000,14784
43.653900000,-79.358500000,15431
43.656650000,-79.348860000,13578
43.657870000,-79.341377000,10832
43.658420000,-79.338940000,13597
43.648190000,-79.354750000,10659
43.643940000,-79.368970000,7542
43.723050000,-79.339560000,25791
43.695230000,-79.487610000,8060
43.676480000,-79.308940000,10426
43.659210000,-79.393450000,11346
43.657430000,-79.403180000,10055
43.658700000,-79.395980000,13259
43.655000000,-79.415610000,7478
43.654430000,-79.422680000,13223
43.653640000,-79.426380000,11340
43.651000000,-79.440020000,11489
43.646360000,-79.449030000,6002
43.651520000,-79.451040000,8973
43.662270000,-79.405970000,8846
43.659960000,-79.417470000,9549
43.658540000,-79.424310000,11364
43.662100000,-79.397600000,5840
43.664110000,-79.398410000,10431
43.664700000,-79.395720000,6686
43.674880000,-79.407110000,20652
43.671650000,-79.421560000,15016
43.670110000,-79.429040000,15570
43.669730000,-79.432730000,15077
43.666750000,-79.446420000,18677
43.665760000,-79.451260000,13417
43.662880000,-79.469240000,10236
43.660060000,-79.479970000,12443
43.663820000,-79.481340000,7148
43.667171800,-79.431698200,7058
43.667960000,-79.428130000,8371
43.662356100,-79.444427100,10502
43.688690000,-79.412650000,8695
43.699010000,-79.417040000,9339
43.711490000,-79.401250000,7313
43.718891000,-79.403949000,6313
43.790260000,-79.418130000,24599
43.728210000,-79.477750000,17962
43.764070000,-79.205630000,15279
43.743240000,-79.245030000,13257
43.687300000,-79.398000000,11639
43.735740000,-79.529340000,10062
43.785370000,-79.278550000,24715
43.782140000,-79.293460000,14419
43.771940000,-79.321550000,31063
43.611250000,-79.546720000,14078
43.610558438,-79.549338547,13799
43.663010000,-79.383760000,8449
43.790050000,-79.368120000,29661
43.792680000,-79.354720000,32467
43.755970000,-79.524280000,36041
43.785500000,-79.310940000,20990
43.799150000,-79.395160000,16921
43.710710000,-79.454010000,17383
43.643357000,-79.572447600,20486
43.644630000,-79.567200000,26965
43.661630000,-79.337670000,8561
43.767620000,-79.228330000,15510
43.781830000,-79.233930000,31295
43.657110000,-79.555190000,13280
43.691980000,-79.465350000,14756
43.628949683,-79.555132846,20729
43.627990154,-79.559091566,28800
43.627380000,-79.562370000,28100
43.716990000,-79.313310000,8166
43.723720000,-79.275310000,10556
43.735227000,-79.279862000,17228
43.615012746,-79.552462344,31020
43.696940000,-79.559840000,13903
43.778535000,-79.222234000,13183
43.770270000,-79.460710000,16903
43.697780000,-79.256580000,10822
43.611920000,-79.543790000,13636
43.609060958,-79.548308551,17551
43.703870000,-79.452460000,16771
43.671390000,-79.390170000,11870
43.673090000,-79.390840000,15657
43.769590000,-79.346500000,21973
43.760160000,-79.322010000,11826
43.783940000,-79.445530000,24124
43.670558100,-79.426597600,11994
43.782680000,-79.204970000,10871
43.726060000,-79.586690000,10638
43.660700000,-79.360460000,8486
43.631370000,-79.552390000,13881
43.684510000,-79.498810000,29408
43.775160000,-79.331220000,20361
43.671880000,-79.571280000,17176
43.628990000,-79.516970000,18102
43.657420000,-79.381340000,4591
43.639040000,-79.547760000,14424
43.616470000,-79.546250000,28554
43.612350000,-79.562660000,28233
43.657290000,-79.384380000,12509
43.751960000,-79.297390000,19109
43.630410000,-79.549830000,26788
43.754710000,-79.352020000,20963
43.614250000,-79.556180000,26239
43.703400000,-79.425900000,15765
43.776260650,-79.285373477,34082
43.773134016,-79.284070759,36406
43.668690000,-79.386090000,12471
43.665880000,-79.368610000,8778
43.608990000,-79.556420000,13646
43.632054600,-79.575145700,11986
43.667630030,-79.590775204,22639
43.666130000,-79.587600000,24741
43.773120000,-79.305290000,23944
43.757450000,-79.489500000,15375
43.609430000,-79.560280000,13642
43.630456000,-79.419834000,24528
43.777610000,-79.226600000,13956
43.741540000,-79.314210000,27327
43.750730000,-79.516070000,14032
43.808560000,-79.372450000,28358
43.805600000,-79.385780000,21204
43.654990000,-79.564230000,11853
43.653020000,-79.572550000,13816
43.789640000,-79.258830000,34425
43.782723460,-79.255451560,38670
43.779600000,-79.254112000,34231
43.719320000,-79.294910000,19646
43.707770000,-79.533540000,17286
43.706650000,-79.504810000,16819
43.682600000,-79.327140000,11318
43.759980000,-79.410520000,33436
43.611560000,-79.522540000,10565
43.746250000,-79.568600000,24836
43.646330000,-79.560040000,20250
43.645854747,-79.561867640,27046
43.645080301,-79.565149937,26578
43.765440000,-79.248940000,18068
43.801320000,-79.370710000,18360
43.687960000,-79.586810000,23800
43.673944029,-79.567555215,30975
43.701340000,-79.548660000,19941
43.775260000,-79.493990000,16169
43.779560000,-79.232960000,25842
43.767230000,-79.302790000,25357
43.753250000,-79.276290000,19566
43.748820000,-79.557680000,17376
43.758080000,-79.513390000,19264
43.747110000,-79.515110000,14932
43.662280000,-79.314840000,18465
43.681930000,-79.474200000,10522
43.778310000,-79.365300000,14692
43.801060000,-79.406240000,20094
43.768840000,-79.520390000,17925
43.670480000,-79.394780000,12869
43.747820000,-79.244500000,13354
43.783869404,-79.234925385,32856
43.787025152,-79.236202931,34942
43.761920000,-79.518810000,13856
43.724900000,-79.509580000,18009
43.678560000,-79.544920000,23515
43.642600000,-79.575920000,18979
43.751040000,-79.222240000,14181
43.769830000,-79.218670000,9156
43.757082954,-79.341368079,18501
43.765460000,-79.440870000,18638
43.770880000,-79.442220000,17649
43.729630000,-79.432130000,18651
43.696560000,-79.290460000,9902
43.770627600,-79.176257800,11211
43.668220000,-79.388850000,13272
43.695850000,-79.552110000,15838
43.799260000,-79.414440000,20904
43.790450000,-79.302270000,14889
43.727400000,-79.252630000,10665
43.625647997,-79.486155039,17018
43.745070000,-79.219700000,12478
43.741320000,-79.415220000,16712
43.736810000,-79.591700000,19690
43.658207000,-79.377824200,7288
43.789270000,-79.329570000,16025
43.752750000,-79.259190000,17937
43.760070000,-79.246861000,15117
43.771300000,-79.255660000,16361
43.772330000,-79.450930000,18577
43.789180000,-79.373280000,18138
43.767860000,-79.471480000,24099
43.741170000,-79.589200000,26513
43.759300000,-79.507920000,16540
43.672190000,-79.406020000,9574
43.716730000,-79.441340000,18684
43.760330000,-79.222970000,19547
43.758760000,-79.230430000,17512
43.754860000,-79.517070000,16393
43.734580000,-79.511900000,16273
43.706110000,-79.389240000,15587
43.741570000,-79.501490000,18208
43.689690000,-79.477170000,16064
43.783760000,-79.366540000,16128
43.727520000,-79.229740000,22778
43.770303050,-79.371466764,21304
43.793170000,-79.331410000,26024
43.633592290,-79.570753276,11386
43.767460000,-79.239140000,11683
43.604280000,-79.533720000,8574
43.661800000,-79.369690000,7438
43.787400000,-79.257260000,28954
43.801300000,-79.296600000,30023
43.670350000,-79.455780000,8170
43.677430000,-79.408110000,9984
43.681100000,-79.428850000,9785
43.714140000,-79.245080000,17421
43.786620000,-79.300660000,15129
43.732100000,-79.224560000,26019
43.765215000,-79.259562000,13790
43.765900000,-79.270540000,14217
43.708580000,-79.410430000,21408
43.733100000,-79.289710000,19235
43.794811669,-79.196713164,19394
43.772890000,-79.166320000,7019
43.697010000,-79.285370000,5145
43.796830000,-79.315760000,27622
43.681400000,-79.552800000,10865
43.726710000,-79.330830000,11935
43.811200000,-79.360770000,32248
43.799630000,-79.354130000,19210
43.785430000,-79.350780000,8216
43.782770000,-79.349140000,7659
43.785500000,-79.353490000,9179
43.782270000,-79.352240000,9444
43.748230000,-79.346340000,23292
43.744680793,-79.345645328,18691
43.777150000,-79.347830000,20633
43.697940000,-79.451130000,15619
43.682080000,-79.329750000,9904
43.755600000,-79.474200000,20182
43.796520000,-79.369510000,12763
43.727420000,-79.265890000,9064
43.781680000,-79.320150000,16120
43.746000000,-79.209370000,26512
43.747027000,-79.388996000,12287
43.627130000,-79.487720000,16768
43.620500000,-79.549420000,16992
43.737470000,-79.270110000,14179
43.747580000,-79.199270000,6900
43.791980000,-79.358060000,19290
43.783579000,-79.299347000,17280
43.762620000,-79.493630000,9679
43.657300000,-79.447900000,10753
43.657140000,-79.434290000,11740
43.670130000,-79.413140000,13678
43.651460000,-79.579470000,12986
43.717690000,-79.539080000,20352
43.790270000,-79.354170000,19656
43.667900000,-79.465540000,15871
43.642982449,-79.531013296,12936
43.786270000,-79.386630000,16862
43.726760000,-79.552030000,13737
43.775340000,-79.263150000,23949
43.666580000,-79.419620000,6708
43.696780000,-79.445290000,10655
43.696561511,-79.475508870,10404
43.674000000,-79.494730000,12934
43.743130000,-79.514130000,13425
43.745479500,-79.396423000,12160
43.751477000,-79.370436000,14817
43.742550000,-79.261430000,10276
43.757960000,-79.267430000,13229
43.779810000,-79.217140000,11223
43.760560000,-79.386630000,27623
43.759380000,-79.278640000,21548
43.780370000,-79.325380000,16456
43.707560000,-79.578170000,13117
43.674760000,-79.457670000,9478
43.639380000,-79.521210000,16575
43.621950000,-79.522350000,17377
43.647880000,-79.390280000,10620
43.765280000,-79.482960000,18368
43.794380000,-79.325970000,21995
43.662990000,-79.436660000,12075
43.703870000,-79.441730000,10447
43.753975113,-79.532959650,35320
43.748240000,-79.541600000,14428
43.646990000,-79.401110000,6624
43.746400000,-79.263060000,11315
43.766580000,-79.412200000,26555
43.763280000,-79.411350000,20571
43.777010000,-79.414820000,17603
43.735400000,-79.561340000,14391
43.719138562,-79.258471727,10444
43.639350000,-79.564810000,9300
43.722650000,-79.332020000,35276
43.723610000,-79.328520000,34213
43.807050000,-79.356840000,17033
43.802030000,-79.199790000,20063
43.787600000,-79.268300000,26138
43.797041000,-79.283447000,16513
43.795170000,-79.293430000,26869
43.789290000,-79.194340000,20086
43.798060000,-79.333620000,12138
43.629310000,-79.579800000,13528
43.796060000,-79.429260000,31286
43.706350000,-79.251270000,19226
43.662090000,-79.353070000,9504
43.778050000,-79.390590000,19544
43.777750000,-79.324150000,18291
43.774860000,-79.364610000,15715
43.702020000,-79.420890000,14444
43.725270000,-79.264970000,8652
43.712770000,-79.460880000,16614
43.719690000,-79.314500000,11486
43.711920000,-79.373070000,19076
43.690400000,-79.498690000,7467
43.741260000,-79.513670000,16322
43.734740000,-79.533940000,13949
43.744270000,-79.435690000,16394
43.716810000,-79.527090000,15883
43.706530000,-79.294970000,13423
43.732020000,-79.589420000,12545
43.697893248,-79.573958750,15019
43.700072026,-79.574768543,13660
43.685880000,-79.528150000,11858
43.771490000,-79.402810000,9891
43.725280000,-79.457260000,23906
43.799010000,-79.305960000,22979
43.690440000,-79.530140000,10962
43.748720000,-79.454880000,19247
43.796150000,-79.227540000,11802
43.815720000,-79.341350000,37189
43.655770000,-79.411400000,8941
43.793550000,-79.336970000,20707
43.663530000,-79.400050000,8554
43.654410000,-79.398640000,8810
43.769400000,-79.388670000,23558
43.727100000,-79.560740000,11624
43.757489000,-79.543706800,12810
43.774060000,-79.183140000,17751
43.781650000,-79.416000000,24802
43.646070000,-79.392300000,9780
43.651850000,-79.436400000,12364
43.657030000,-79.405170000,9614
43.773360000,-79.531800000,24513
43.743010000,-79.600060000,12828
43.715884222,-79.445178211,25170
43.716261808,-79.443415941,22596
43.739140000,-79.605330000,16961
43.699280000,-79.587080000,26115
43.717260000,-79.595690000,23934
43.730420000,-79.601490000,31536
43.734150000,-79.603150000,28436
43.744300000,-79.607600000,26181
43.797120000,-79.305140000,12495
43.769153800,-79.182842000,11358
43.800670000,-79.307050000,13557
43.758670000,-79.439240000,18845
43.761090000,-79.413170000,21536
43.798405400,-79.273385200,22022
43.773440000,-79.262410000,17772
43.749150000,-79.515620000,15750
43.759840000,-79.490070000,11983
43.719420000,-79.570370000,9276
43.785420000,-79.256520000,33357
43.808060000,-79.266450000,20529
43.807230000,-79.270390000,15835
43.805720000,-79.277360000,21864
43.804710000,-79.282140000,16079
43.803800000,-79.286290000,24535
43.795092786,-79.341460710,28085
43.794685853,-79.345865094,26267
43.793650000,-79.350420000,27994
43.761906300,-79.183615300,7032
43.811930000,-79.357620000,25166
43.796000000,-79.319330000,19531
43.746205700,-79.305811500,9199
43.774920000,-79.177960000,18991
43.776500000,-79.173610000,18824
43.816870000,-79.336540000,50332
43.819680000,-79.324420000,41078
43.823710000,-79.307050000,36162
43.757080000,-79.199290000,20605
43.750770000,-79.437330000,17288
43.786560000,-79.188420000,9644
43.780870000,-79.469830000,21972
43.775200000,-79.468450000,33369
43.752280000,-79.568310000,12616
43.760050000,-79.571760000,15248
43.762170000,-79.408250000,22020
43.798970000,-79.146270000,24307
43.794830754,-79.152737542,12030
43.789580000,-79.237050000,27266
43.754740000,-79.568820000,12551
43.780480000,-79.412310000,17182
43.778160000,-79.422980000,16970
43.699780000,-79.601460000,8605
43.764360000,-79.574800000,25650
43.766590000,-79.564820000,29911
43.702610000,-79.562340000,12519
43.709160000,-79.565500000,15334
43.716700000,-79.582400000,11430
43.765920000,-79.519680000,17278
43.779270000,-79.504320000,22202
43.754490000,-79.488750000,15665
43.752860000,-79.482740000,15542
43.792200000,-79.313860000,16559
43.797550000,-79.312320000,17950
43.795869015,-79.143703960,16226
43.808410000,-79.170820000,13970
43.772890000,-79.448220000,16149
43.798160000,-79.217650000,20370
43.747790000,-79.562380000,20464
43.736050000,-79.594910000,13898
43.644470000,-79.400080000,9793
43.764857800,-79.545346000,11106
43.726360000,-79.535590000,19958
43.779650000,-79.345730000,8962
43.790840000,-79.453230000,22189
43.788700000,-79.463260000,23916
43.784720000,-79.481040000,17170
43.770970000,-79.543430000,19719
43.791820000,-79.368430000,10557
43.761070000,-79.465160000,27132
43.758478000,-79.538961800,9875
43.730380000,-79.468100000,16482
43.733400000,-79.452810000,22487
43.664630000,-79.413630000,8424
43.798540000,-79.241040000,25209
43.796360000,-79.327160000,13279
43.804140000,-79.330720000,17399
43.780620000,-79.276120000,13358
43.798691000,-79.262554000,22286
43.792057492,-79.259832948,25052
43.765110000,-79.394700000,20617
43.722770000,-79.598130000,22584
43.736980000,-79.523760000,18468
43.740350000,-79.506880000,12300
43.774700000,-79.326690000,19805
43.686503332,-79.599612257,16895
43.783885000,-79.327060000,15182
43.810680000,-79.339190000,15742
43.766500000,-79.477520000,18266
43.746820000,-79.583750000,11375
43.736950000,-79.484530000,18559
43.759630000,-79.589900000,22401
43.813020000,-79.243080000,33428
43.814270000,-79.237130000,16875
43.752633422,-79.408382899,25567
43.826010000,-79.297310000,21533
43.812429614,-79.355316898,36241
43.814000000,-79.348620000,56432
43.801499443,-79.318739623,16630
43.825360000,-79.300070000,26409
43.662540000,-79.325230000,8061
43.648220000,-79.388660000,9502
43.687470000,-79.305100000,11931
43.755870000,-79.288230000,16383
43.664090000,-79.416030000,8630
43.660505000,-79.432420900,11442
43.693910000,-79.449490000,13213
43.670460000,-79.439870000,12661
43.653360000,-79.396120000,7630
43.650730000,-79.413930000,9436
43.649860000,-79.418270000,9477
43.743670000,-79.603920000,14691
43.780210000,-79.243890000,14928
43.675660000,-79.557680000,20137
43.728910000,-79.255680000,6306
43.770510000,-79.330900000,9725
43.685170000,-79.315250000,10799
43.758980000,-79.257130000,12594
43.717790000,-79.255750000,10502
43.746860000,-79.287920000,22092
43.716200000,-79.282750000,13550
43.737890000,-79.291670000,16237
43.806370000,-79.320950000,24583
43.762880000,-79.211030000,13750
43.770320000,-79.546590000,18994
43.683980000,-79.392370000,14101
43.690086528,-79.394876808,17192
43.696140000,-79.396200000,16106
43.742530000,-79.222100000,13379
43.693942400,-79.284068400,5109
43.728550700,-79.298595500,11794
43.748300000,-79.482770000,12836
43.749800000,-79.378740000,13537
43.750554000,-79.374864000,13444
43.798980000,-79.370130000,11869
43.639250000,-79.584320000,22625
43.704670000,-79.464780000,11131
43.717770000,-79.468140000,9072
43.655190000,-79.419010000,8708
43.670740000,-79.453230000,9648
43.653880000,-79.451810000,8966
43.645240000,-79.531970000,12467
43.699020000,-79.435020000,26378
43.705670000,-79.403730000,14011
43.681110000,-79.532890000,19243
43.609940000,-79.552120000,11843
43.661060000,-79.412160000,8469
43.603290000,-79.506290000,6801
43.606770000,-79.506600000,8332
43.613750000,-79.508450000,10698
43.675670000,-79.537090000,16131
43.655760000,-79.487100000,10251
43.690150000,-79.500590000,13368
43.699570000,-79.502870000,15874
43.717870000,-79.480090000,22227
43.646620000,-79.389760000,10325
43.641740498,-79.535558211,19184
43.603980000,-79.519330000,10857
43.635473167,-79.532937570,19812
43.601310000,-79.503010000,8224
43.600830000,-79.505250000,16130
43.718520000,-79.432950000,17809
43.622520000,-79.540600000,11356
43.678410000,-79.464810000,9529
43.642220000,-79.428630000,14622
43.641070000,-79.434510000,7262
43.642520000,-79.427170000,10496
43.645370000,-79.413190000,9898
43.779600000,-79.304390000,15650
43.621020000,-79.500340000,11045
43.650910000,-79.397230000,9635
43.683700000,-79.415720000,12266
43.634099308,-79.556824332,11223
43.624360000,-79.511670000,17507
43.809190000,-79.221630000,13328
43.627180000,-79.558910000,12497
43.698380000,-79.511300000,10637
43.720309989,-79.511599645,15005
43.723560000,-79.336490000,10255
43.631430000,-79.429410000,27594
43.632436000,-79.410960000,22009
43.725600000,-79.448560000,10623
43.725747370,-79.447450815,9517
43.704960000,-79.494110000,35356
43.659930000,-79.583310000,9539
43.638530000,-79.538000000,23209
43.660510000,-79.387420000,11252
43.776680000,-79.250520000,12664
43.758660000,-79.347100000,22021
43.698630000,-79.539840000,12460
43.679840000,-79.322130000,8094
43.774690000,-79.252300000,22382
43.774250000,-79.295040000,14850
43.658190000,-79.386400000,9443
43.678950000,-79.551700000,10353
43.696550000,-79.297300000,7911
43.795031114,-79.216561709,16571
43.792910000,-79.215160000,16203
43.821420000,-79.316930000,27991
43.807730000,-79.376090000,20504
43.702490000,-79.387780000,18740
43.665650000,-79.485920000,12360
43.745520000,-79.614280000,13913
43.746890000,-79.622010000,14947
43.661820000,-79.517770000,13594
43.718780000,-79.518420000,16976
43.811645000,-79.269196000,15557
43.766020000,-79.191100000,20850
43.776593625,-79.254418095,12214
43.704260000,-79.397840000,16322
43.686790000,-79.412030000,10258
43.730720000,-79.288760000,23270
43.707380000,-79.395480000,11926
43.687980000,-79.363590000,19794
43.808870000,-79.262760000,12405
43.795490000,-79.419410000,23927
43.806570000,-79.218650000,14777
43.782600000,-79.490120000,27549
43.759730000,-79.331960000,14623
43.778590000,-79.255490000,14428
43.726150000,-79.318280000,32617
43.800054384,-79.144577233,16170
43.667270000,-79.312570000,14502
43.714390000,-79.336420000,19553
43.663180000,-79.361480000,9183
43.669650000,-79.375800000,8911
43.648260000,-79.370900000,12239
43.664400000,-79.325280000,9716
43.775590000,-79.189010000,10698
43.636190000,-79.493430000,6703
43.818461000,-79.304727000,20817
43.755680000,-79.224030000,14177
43.805140000,-79.265310000,16272
43.790840000,-79.445370000,18326
43.797030000,-79.424840000,22646
43.667170000,-79.401520000,10170
43.645710000,-79.519020000,16416
43.675950000,-79.470320000,15021
43.671777800,-79.471104800,13948
43.668970000,-79.404750000,9361
43.741830000,-79.454320000,32825
43.750280000,-79.463380000,43882
43.639940000,-79.387000000,22733
43.719120000,-79.508130000,20524
43.700330000,-79.397030000,13039
43.739370000,-79.303080000,9940
43.672200000,-79.593330000,21403
43.808660000,-79.311150000,17510
43.789880000,-79.457620000,23038
43.705420000,-79.398090000,10474
43.666560000,-79.385230000,5517
43.643980000,-79.388730000,9921
43.712720000,-79.506420000,22056
43.762220000,-79.226240000,15423
43.694630000,-79.486120000,28035
43.691110000,-79.483860000,20502
43.688390000,-79.482850000,27273
43.787990000,-79.208340000,10570
43.721350000,-79.545750000,18787
43.641490000,-79.432360000,8149
43.655260000,-79.413870000,7251
43.743700000,-79.491820000,14646
43.662250000,-79.472220000,9181
43.811790000,-79.334240000,13107
43.735550000,-79.578290000,8821
43.809900000,-79.257680000,19443
43.811064000,-79.279731000,14101
43.789720000,-79.140910000,11914
43.678950000,-79.474080000,16934
43.791750000,-79.248960000,12529
43.785940000,-79.276020000,15262
43.715030000,-79.449470000,14517
43.685980000,-79.481710000,15782
43.684170000,-79.527390000,13105
43.676864000,-79.591063000,4726
43.649060000,-79.367280000,6830
43.709770000,-79.474550000,19325
43.752080000,-79.262440000,19480
43.782800000,-79.290490000,14814
43.712630000,-79.391740000,14423
43.692890000,-79.288990000,9991
43.637110000,-79.426640000,6472
43.767300000,-79.491990000,20535
43.727580000,-79.449460000,17906
43.777362600,-79.146529200,7620
43.775880000,-79.343710000,27870
43.793180000,-79.352270000,18583
43.727360000,-79.327770000,10717
43.637865000,-79.458968000,37223
43.665650000,-79.387700000,10757
43.671290000,-79.376420000,8808
43.734690000,-79.601020000,13622
43.652260000,-79.380120000,7394
43.649920000,-79.391130000,9183
43.723682000,-79.324728000,10572
43.725210000,-79.326000000,10044
43.724775738,-79.323852972,30654
43.792810000,-79.324960000,11486
43.636969000,-79.507048000,11662
43.794450000,-79.436540000,21076
43.761009000,-79.219796900,16769
43.754392000,-79.298383000,19205
43.681839000,-79.467873500,12624
43.781910000,-79.173000000,6116
43.722990000,-79.509120000,18389
43.800530000,-79.206900000,9751
43.802080000,-79.217770000,15384
43.683960000,-79.320860000,10390
43.728260000,-79.453950000,14052
43.735600000,-79.442660000,19315
43.654360000,-79.383190000,9560
43.650540000,-79.479060000,11171
43.663710000,-79.380070000,8532
43.662440293,-79.591280057,16274
43.665060000,-79.393970000,12836
43.659770000,-79.594170000,14580
43.655870000,-79.598430000,17983
43.775550000,-79.252660000,19540
43.757890000,-79.603440000,23808
43.772034671,-79.537988688,21412
43.645750000,-79.400600000,7345
43.645290000,-79.389180000,10712
43.816190000,-79.324548000,17881
43.828300000,-79.287180000,19874
43.831070000,-79.275160000,26842
43.817969000,-79.271988000,23517
43.807047000,-79.288777000,13993
43.757960000,-79.337200000,18874
43.734100000,-79.609920000,17959
43.701860000,-79.407450000,11207
43.685820000,-79.324620000,7344
43.804250000,-79.168770000,9227
43.742490000,-79.567670000,12840
43.779780000,-79.251250000,9144
43.779189982,-79.253598312,7685
43.822480000,-79.312280000,24852
43.816220000,-79.314520000,11409
43.637750000,-79.433210000,9339
43.735070000,-79.617860000,20162
43.796150000,-79.261490000,19373
43.670440000,-79.459620000,7965
43.729250000,-79.251820000,10219
43.815687500,-79.281823000,20273
43.774350000,-79.526830000,22568
43.762535700,-79.556113600,8958
43.757240000,-79.475060000,10601
43.779710000,-79.342650000,4746
43.778653609,-79.341797913,17893
43.640660000,-79.540590000,14144
43.772590000,-79.358650000,17181
43.654320000,-79.378740000,8842
43.750920000,-79.598590000,10308
43.789485900,-79.323551000,10266
