latitude,longitude,magnitude
43.801428000,-79.274680000,12694
43.660550000,-79.414660000,8675
43.751960000,-79.467240000,19689
43.765740500,-79.541198800,6517
43.642270000,-79.565950000,7780
43.778447578,-79.259193242,12688
43.739940000,-79.245520000,12526
43.689540000,-79.439544000,8685
43.729890000,-79.418670000,22737
43.806400000,-79.337330000,14126
43.797170000,-79.149140000,17188
43.697940000,-79.593160000,6967
43.777960000,-79.469100000,21777
43.762850000,-79.456900000,8680
43.744290000,-79.595350000,10582
43.808920000,-79.202720000,13384
43.675170000,-79.415140000,12800
43.790100000,-79.211620000,10813
43.826910000,-79.275890000,13492
43.814630000,-79.292200000,20964
43.643260000,-79.375430000,15223
43.768600000,-79.554960000,19967
43.793310000,-79.241530000,12958
43.702370000,-79.452100000,16505
43.770690000,-79.492790000,11596
43.797773762,-79.197949120,16724
43.829841000,-79.280400000,16992
43.741110000,-79.485490000,18408
43.664500000,-79.458680000,13673
43.810780000,-79.312100000,11276
43.783463100,-79.266403000,14591
43.756260000,-79.588300000,6051
43.754050000,-79.600030000,6737
43.832740000,-79.267940000,22421
43.805200000,-79.226670000,11514
43.802280000,-79.400850000,20175
43.790550000,-79.401360000,8847
43.760567700,-79.566042200,7639
43.649355000,-79.356556000,11607
43.824000000,-79.247850000,27396
43.740370000,-79.405970000,21319
43.744030000,-79.215580000,11823
43.691780000,-79.467870000,14067
43.792070000,-79.447640000,19528
43.820720000,-79.294910000,13379
43.801870000,-79.294290000,18980
43.821320000,-79.284330000,10817
43.794680000,-79.234910000,21065
43.787910000,-79.183240000,8083
43.743290000,-79.582100000,22468
43.669490000,-79.492790000,12246
43.822520000,-79.273970000,14230
43.784540000,-79.168720000,7477
43.779630000,-79.136690000,8095
43.667640000,-79.372190000,7234
43.785770000,-79.289450000,21580
43.691530000,-79.597660000,8331
43.827280000,-79.291740000,18519
43.640540000,-79.392940000,22600
43.643391500,-79.391253000,15189
43.719810000,-79.300600000,12250
43.820129600,-79.262052700,16707
43.836630000,-79.251160000,29314
43.800300000,-79.199080000,24953
43.731880000,-79.305590000,15720
43.812140000,-79.301930000,30650
43.816340000,-79.227520000,11247
43.641950000,-79.374610000,9669
43.649350000,-79.393660000,8832
43.756770000,-79.520700000,25268
43.646730000,-79.514540000,15344
43.777340000,-79.285610000,29744
43.635680000,-79.398290000,7829
43.659800000,-79.409040000,10369
43.708120000,-79.531960000,10787
43.684200000,-79.451690000,8419
43.815500000,-79.231510000,9968
43.800580000,-79.299630000,16181
43.745510000,-79.252020000,10637
43.793480000,-79.441020000,21646
43.680620000,-79.466440000,7427
43.816322600,-79.211156400,12264
43.764300000,-79.287720000,22109
43.657520000,-79.389520000,25653
43.705210000,-79.550430000,20402
43.677390000,-79.445650000,7834
43.769660000,-79.549600000,17754
43.771560000,-79.540620000,22747
43.686520000,-79.441600000,7779
43.790170000,-79.173380000,6129
43.764850000,-79.501290000,7493
43.764110000,-79.488260000,16447
43.724040000,-79.296910000,11958
43.817920000,-79.332090000,28633
43.720420000,-79.612640000,20860
43.820270000,-79.246190000,22030
43.685430000,-79.419220000,17156
43.740650000,-79.418180000,13556
43.663920000,-79.503490000,18746
43.705690000,-79.490910000,18305
43.765467009,-79.466139078,42055
43.715010000,-79.392640000,14627
43.768438000,-79.542328800,6137
43.641450000,-79.415010000,11884
43.698940000,-79.459420000,10128
43.813341400,-79.206383700,11748
43.762920000,-79.404750000,22990
43.760450100,-79.570078900,5614
43.801820000,-79.329670000,11058
43.824975000,-79.286020000,9588
43.800930000,-79.150570000,6605
43.724634000,-79.491089000,17209
43.684910000,-79.351900000,7907
43.725096000,-79.286521000,15487
43.790579500,-79.269966200,13883
43.783460000,-79.407860000,12377
43.676400000,-79.593300000,18493
43.656190000,-79.427410000,5859
43.734398664,-79.342655540,22102
43.649630000,-79.382130000,8550
43.783336800,-79.399307300,17192
43.687640000,-79.423640000,5240
43.692200000,-79.448790000,12966
43.713110000,-79.367240000,18249
43.814367675,-79.324533194,9826
43.723740000,-79.379470000,26357
43.753630000,-79.587040000,8342
43.675560000,-79.442060000,11907
43.682190000,-79.423350000,8350
43.648720000,-79.606320000,14635
43.707540000,-79.482440000,18067
43.742260000,-79.293460000,16276
43.807910000,-79.219750000,10803
43.750960000,-79.585740000,10272
43.693260000,-79.478490000,8666
43.729520000,-79.266800000,9785
43.758230000,-79.425810000,15996
43.750690000,-79.549020000,19878
43.693038400,-79.280102000,11703
43.753530000,-79.448060000,14838
43.744340000,-79.488830000,12853
43.730952500,-79.465488300,14648
43.716590000,-79.592690000,19529
43.680560000,-79.287050000,11790
43.793565600,-79.154619600,5087
43.803882000,-79.298174000,16802
43.783270000,-79.487300000,25173
43.704570000,-79.477100000,13698
43.750840000,-79.460770000,19848
43.704720000,-79.504270000,17020
43.644220000,-79.525600000,13882
43.719610000,-79.414860000,20887
43.767690000,-79.545920000,11656
43.707930000,-79.311060000,15499
43.707680000,-79.302630000,12213
43.644733400,-79.391776200,6090
43.663850000,-79.410680000,15950
43.797220000,-79.294320000,17153
43.827390000,-79.265240000,11917
43.807340000,-79.175520000,7182
43.792500000,-79.163540000,5216
43.651640000,-79.474080000,11287
43.599350000,-79.511860000,8594
43.855450000,-79.170250000,12685
43.651199000,-79.384908900,8557
43.758500000,-79.300020000,22133
43.785650000,-79.424090000,9696
43.701390000,-79.520650000,9264
43.798262134,-79.165952537,8454
43.759310000,-79.227740000,20575
43.659520000,-79.419520000,8060
43.668810000,-79.337540000,8796
43.759530000,-79.464980000,26863
43.810570000,-79.213920000,5420
43.749700000,-79.264450000,11310
43.770205000,-79.278729000,13077
43.771740000,-79.283230000,30654
43.740360000,-79.249900000,10557
43.768540000,-79.416290000,13398
43.766410000,-79.425700000,8577
43.713320000,-79.458570000,15450
43.804500000,-79.224210000,6144
43.731010000,-79.250600000,10651
43.818430000,-79.329900000,27754
43.825080000,-79.275140000,11373
43.678950000,-79.438670000,6392
43.765490000,-79.199460000,13299
43.758480000,-79.570640000,11973
43.643420000,-79.405240000,9966
43.655390000,-79.456960000,12445
43.709450000,-79.292920000,14074
43.738950000,-79.259950000,10201
43.710570000,-79.308980000,13329
43.672180185,-79.418755749,12582
43.755420000,-79.277140000,19181
43.744380000,-79.405260000,14132
43.790210000,-79.234150000,14371
43.658260000,-79.398170000,10110
43.757390000,-79.438920000,18171
43.771110000,-79.520900000,13069
43.812240000,-79.225700000,9110
43.661660000,-79.462940000,10494
43.668210000,-79.586810000,17831
43.759490000,-79.518220000,15030
43.830590000,-79.250650000,23372
43.665240000,-79.377880000,14043
43.799650000,-79.303400000,13963
43.776420000,-79.517040000,22814
43.783910000,-79.231820000,7913
43.628150000,-79.494570000,12464
43.739390000,-79.423840000,13738
43.772720000,-79.187810000,9566
43.695485000,-79.402394000,18852
43.798100000,-79.309940000,15402
43.730890000,-79.273870000,19446
43.659030000,-79.421870000,7429
43.695960000,-79.328780000,9473
43.639760000,-79.440950000,7495
43.655610000,-79.358400000,6068
43.640283676,-79.383386674,7069
43.701520000,-79.423140000,15671
43.785444141,-79.267174155,11962
43.760300726,-79.503346682,20537
43.763940000,-79.408620000,10340
43.769450000,-79.364300000,27587
43.785429000,-79.321806000,9768
43.799240000,-79.212940000,8689
43.642970000,-79.381470000,15023
43.780620000,-79.286940000,24995
43.670050000,-79.466460000,15305
43.768958000,-79.266512000,17317
43.735970000,-79.220270000,20101
43.664660000,-79.402730000,10680
43.661300000,-79.401400000,9628
43.742176000,-79.272048500,14562
43.823284000,-79.253612800,7738
43.786210000,-79.474710000,24942
43.670120000,-79.521360000,12434
43.733040000,-79.381240000,26528
43.680160000,-79.443930000,12211
43.737580000,-79.420600000,20973
43.713980000,-79.411850000,20236
43.712100000,-79.411670000,16685
43.648400000,-79.525050000,17848
43.778550000,-79.405810000,10548
43.774280000,-79.473370000,10105
43.776830000,-79.474440000,9463
43.762607000,-79.294705000,20900
43.805552000,-79.220863000,5901
43.783840000,-79.470140000,19133
43.785550000,-79.206230000,9464
43.701100000,-79.512100000,13103
43.784170000,-79.395520000,16397
43.650300000,-79.415950000,11987
43.796480000,-79.355190000,16364
43.762653100,-79.413788700,10844
43.626010000,-79.479700000,12520
43.672430000,-79.562230000,8033
43.803140000,-79.194880000,16800
43.818791000,-79.215019000,10386
43.807798000,-79.215605000,5498
43.795600000,-79.230280000,10368
43.818430000,-79.239830000,10069
43.727040000,-79.291480000,29467
43.718280000,-79.455640000,17066
43.755490000,-79.614090000,33940
43.801450000,-79.263770000,14927
43.724010000,-79.494110000,15549
43.723470000,-79.572330000,8900
43.822932378,-79.177448899,5654
43.775760000,-79.234980000,13825
43.708050000,-79.341360000,14252
43.769737100,-79.410790800,11120
43.654820000,-79.380280000,5644
43.692670000,-79.544670000,13772
43.698992881,-79.513050914,8934
43.651150000,-79.458510000,13710
43.640968760,-79.454627037,13178
43.646217000,-79.398129000,6505
43.648930000,-79.404650000,9841
43.665703610,-79.496920312,14306
43.663400000,-79.309690000,13170
43.686000000,-79.356270000,8093
43.788943000,-79.280036000,10076
43.805140000,-79.326350000,9645
43.810060000,-79.306330000,10889
43.617510000,-79.498930000,8244
43.803420000,-79.341830000,7365
43.784000000,-79.285000000,15001
43.759630000,-79.412110000,6440
43.743410000,-79.383260000,22602
43.715576198,-79.243541543,18318
43.739600000,-79.235250000,20519
43.771970000,-79.261870000,17012
43.778650000,-79.140790000,6264
43.665970000,-79.314270000,7506
43.814960745,-79.344200812,28023
43.813640000,-79.340480000,12962
43.661120000,-79.475200000,7466
43.613630000,-79.560370000,21270
43.707030000,-79.345660000,10759
43.632800000,-79.573400000,10736
43.702730000,-79.315680000,19267
43.719990000,-79.426640000,14129
43.780720000,-79.131590000,3522
43.700270000,-79.276080000,6587
43.644654715,-79.558876455,7316
43.648550000,-79.345020000,4750
43.652650000,-79.335560000,5309
43.656550000,-79.326350000,6556
43.649842000,-79.370320000,7485
43.687950000,-79.286970000,12033
43.646780000,-79.530520000,11830
43.733760000,-79.606730000,10162
43.712900000,-79.359080000,10837
43.690810000,-79.290250000,12898
43.641010000,-79.417270000,10301
43.659460348,-79.513578197,18788
43.673600000,-79.549300000,11307
43.743260000,-79.586760000,13132
43.659659000,-79.333166000,11098
43.633270000,-79.415280000,1485
43.804050000,-79.392780000,20322
43.790840000,-79.363060000,16239
43.623190000,-79.516770000,17766
43.658612000,-79.453102000,9752
43.656830000,-79.358890000,6877
43.753540000,-79.357500000,19385
43.646960000,-79.537550000,13922
43.701930000,-79.464340000,17328
43.749610000,-79.487580000,14554
43.700090000,-79.286710000,7836
43.613090000,-79.552280000,9713
43.728480000,-79.284810000,19273
43.676840000,-79.564190000,12097
43.732840000,-79.455320000,17180
43.730040000,-79.458370000,17472
43.781922700,-79.478151000,9916
43.776490000,-79.347560000,19187
43.651350000,-79.410910000,8875
43.639320000,-79.451290000,13888
43.663242000,-79.467636000,7493
43.692850000,-79.414410000,7370
43.755022000,-79.309359000,13103
43.645210000,-79.403210000,11906
43.744950000,-79.582880000,19194
43.630880000,-79.517740000,16364
43.722180000,-79.584980000,9656
43.640670000,-79.582020000,16330
43.720386000,-79.394925000,9463
43.688678457,-79.299528301,12920
43.619230000,-79.526040000,24251
43.686870000,-79.513120000,10826
43.618850000,-79.536250000,20221
43.650192000,-79.362162000,8833
43.715240000,-79.448400000,15437
43.800050000,-79.284680000,11044
43.753250000,-79.526010000,7394
43.799790000,-79.196770000,7500
43.697510000,-79.544920000,15775
43.786142000,-79.139429000,7603
43.807670000,-79.232620000,6725
43.749720000,-79.610460000,16730
43.656300000,-79.379550000,8889
43.772030000,-79.493190000,10081
43.711490000,-79.358500000,8998
43.718820000,-79.583410000,10232
43.640190000,-79.421270000,9466
43.767470000,-79.385000000,22825
43.764460714,-79.318369465,30965
43.788240000,-79.465370000,24345
43.670120000,-79.299810000,10038
43.635510000,-79.406700000,25651
43.636400000,-79.406820000,7407
43.638870000,-79.400620000,11653
43.665540000,-79.473460000,11186
43.734090000,-79.558240000,12540
43.696760000,-79.334210000,17289
43.698974575,-79.323830709,16176
43.810780000,-79.242930000,21432
43.616051492,-79.557155618,11001
43.663018000,-79.420904000,7837
43.658980000,-79.428530000,6818
43.688640000,-79.391490000,15672
43.660140000,-79.328850000,10614
43.635883246,-79.473179522,2452
43.679750000,-79.294510000,10763
43.659100000,-79.439180000,12219
43.652130000,-79.448010000,11264
43.672060000,-79.429820000,5284
43.651990000,-79.421730000,6627
43.651590000,-79.603130000,16600
43.617140000,-79.543470000,24831
43.720710000,-79.288720000,6961
43.799020000,-79.202290000,9855
43.672350000,-79.503990000,10831
43.627270000,-79.479060000,13928
43.680510000,-79.390920000,15189
43.695062031,-79.555315822,14480
43.730060000,-79.604930000,8980
43.727860000,-79.383560000,12944
43.728450000,-79.386540000,13912
43.748100000,-79.584380000,9297
43.664390000,-79.306240000,11567
43.678450000,-79.358430000,8937
43.739080000,-79.576180000,14762
43.841040000,-79.232240000,11447
43.669200000,-79.391890000,10428
43.769780000,-79.374180000,17247
43.603233800,-79.538500200,6526
43.813880000,-79.295000000,12440
43.730130000,-79.588550000,9988
43.740195049,-79.583272487,12281
43.652815700,-79.371570000,8880
43.654280000,-79.365290000,13355
43.651600000,-79.371080000,9398
43.652990000,-79.364750000,8428
43.650730000,-79.370700000,6632
43.652140000,-79.364400000,5522
43.650652700,-79.366682000,10245
43.651290000,-79.364010000,10718
43.646720000,-79.406540000,10538
43.646980000,-79.417150000,3069
43.675709000,-79.305939000,11640
43.709630000,-79.390590000,13719
43.714960000,-79.334200000,5012
43.741171085,-79.422417756,22435
43.774110000,-79.412520000,10252
43.842590000,-79.225810000,11534
43.753060000,-79.625110000,16258
43.640560000,-79.436990000,12715
43.779170000,-79.418490000,15640
43.774730000,-79.265830000,9468
43.638230000,-79.430900000,9259
43.746590000,-79.460180000,29471
43.658890000,-79.368570000,6416
43.806290000,-79.180398000,8809
43.640358000,-79.388837000,6011
43.685900000,-79.405350000,8398
43.663750000,-79.370500000,5057
43.631640000,-79.427240000,5836
43.620530000,-79.483260000,9027
43.716760000,-79.378110000,22384
43.732864400,-79.278897700,13113
43.757730000,-79.464970000,23942
43.659700000,-79.396610000,4436
43.703640000,-79.500020000,9487
43.687550000,-79.348090000,8566
43.684240000,-79.413460000,11903
43.787814000,-79.190620000,7669
43.602270000,-79.498490000,7412
43.630870000,-79.482070000,20017
43.756970000,-79.245620000,15900
43.687390000,-79.549750000,8082
43.692640000,-79.517450000,8318
43.732160000,-79.609220000,9641
43.666090000,-79.499250000,14087
43.709940000,-79.269310000,7566
43.647300000,-79.373290000,4006
43.664660000,-79.380470000,8481
43.664930000,-79.501470000,19085
43.715500000,-79.555280000,13323
43.773277574,-79.251751453,20670
43.647490000,-79.398650000,5219
43.668240000,-79.487040000,13096
43.671640000,-79.292630000,8708
43.671920000,-79.379070000,13424
43.693609000,-79.348240000,7141
43.670900000,-79.475220000,11724
43.777330000,-79.261280000,21537
43.780180000,-79.301850000,13166
43.691170000,-79.536208000,7883
43.793310000,-79.281860000,12449
43.824129268,-79.305040240,18557
43.631310000,-79.475550000,6266
43.661600000,-79.380700000,8517
43.662820000,-79.379730000,9467
43.748050000,-79.628760000,13276
43.785350000,-79.478350000,22949
43.768360000,-79.370520000,3003
43.625180000,-79.489250000,7957
43.769360000,-79.366160000,4825
43.770930000,-79.498320000,5073
43.825890000,-79.243080000,10607
43.827290000,-79.234670000,8986
43.823050000,-79.230090000,8262
43.819770000,-79.221080000,10521
43.799180000,-79.316940000,10528
43.819990000,-79.298100000,8111
43.791100000,-79.291720000,18702
43.746540000,-79.231070000,6586
43.773020000,-79.281520000,7184
43.723010000,-79.601020000,5874
43.680840000,-79.566060000,10896
43.669300000,-79.303500000,9545
43.692090000,-79.557590000,8395
43.763470000,-79.237500000,11700
43.751520000,-79.313000000,18080
43.782659556,-79.416247308,24650
43.719560000,-79.468610000,12328
43.722590000,-79.547440000,17521
43.748860000,-79.253410000,12346
43.765180000,-79.284010000,22482
43.709720000,-79.534460000,13478
43.736060000,-79.258760000,10493
43.730000000,-79.291950000,7898
43.724290000,-79.290270000,5127
43.705260000,-79.577140000,11687
43.747780000,-79.632450000,11876
43.804230000,-79.190150000,11952
43.720880000,-79.430140000,18665
43.732180000,-79.419370000,18797
43.770020000,-79.502480000,11330
43.772580000,-79.511400000,11406
43.771890000,-79.513720000,10330
43.639730000,-79.423580000,8970
43.721540000,-79.558090000,14048
43.666370000,-79.405330000,8636
43.665590000,-79.478970000,10762
43.658570000,-79.375110000,14566
43.673710000,-79.411820000,12326
43.650430000,-79.388580000,7554
43.647740000,-79.401410000,6802
43.637040000,-79.447530000,14539
43.741040000,-79.503780000,12045
43.816080000,-79.292880000,10958
43.775532909,-79.335107803,21583
43.738680000,-79.281260000,14800
43.807400000,-79.316540000,13289
43.640770000,-79.391580000,7773
43.664910000,-79.455490000,9816
43.780590000,-79.247020000,5577
43.733380000,-79.248670000,10664
43.744110000,-79.283430000,14201
43.768350000,-79.260770000,13226
43.758980000,-79.289490000,16592
43.755620000,-79.266530000,12002
43.685470000,-79.274380000,11176
43.804120000,-79.371380000,12400
43.774793249,-79.437928967,14399
43.761210000,-79.324020000,10092
43.704370000,-79.496650000,12510
43.768440000,-79.380290000,17587
43.769540000,-79.186430000,8763
43.727428663,-79.381836477,7363
43.754860000,-79.360410000,25050
43.631320000,-79.429410000,12463
43.810880000,-79.252900000,16266
43.767040000,-79.475180000,5225
43.659670000,-79.399930000,13806
43.644287000,-79.394559000,12364
43.741020000,-79.580960000,11881
43.730540000,-79.575830000,13562
43.746020000,-79.541120000,8706
43.649780000,-79.433640000,12271
43.657570269,-79.515965134,18524
43.653000000,-79.524890000,16142
43.716180000,-79.293580000,26928
43.751800000,-79.463690000,22058
43.771900000,-79.467660000,10065
43.771226000,-79.472157000,2023
43.766346000,-79.494262000,3756
43.771137077,-79.497116775,3982
43.774466559,-79.497001204,20431
43.717574847,-79.429611429,6914
43.632630916,-79.425127395,6794
43.608580000,-79.490320000,6789
43.611160000,-79.490000000,11809
43.725720000,-79.573400000,11810
43.741190000,-79.539970000,12809
43.721720000,-79.571480000,13289
43.740585524,-79.585669041,14307
43.674073213,-79.469559749,9851
43.780070000,-79.414250000,5622
43.645257315,-79.352682237,15814
43.612574261,-79.540461459,10961
43.700592130,-79.581344712,7643
43.735467000,-79.290688000,14910
43.694314423,-79.289590716,9633
43.777153018,-79.427259907,15021
43.690337896,-79.448286576,15691
43.642183279,-79.509469529,10851
43.693250000,-79.504660000,6812
43.726157000,-79.622225000,7890
43.833396648,-79.251221457,23281
43.700806091,-79.469645418,7108
43.799436002,-79.320298071,5174
43.806146481,-79.225610566,6019
43.834910000,-79.251069000,24156
43.835825436,-79.254536997,13073
43.834302000,-79.261150000,13293
43.816115000,-79.322537000,3793
43.797542886,-79.413980744,7408
43.806835789,-79.310571369,10794
43.725303581,-79.276234441,8347
43.781342103,-79.137631135,6168
43.727672851,-79.277254611,9729
43.724397240,-79.243174417,5715
43.706420000,-79.289420000,6099
43.766610000,-79.185630000,5515
43.764261409,-79.216641447,6972
43.764870000,-79.184860000,5011
43.773207853,-79.220276467,6015
43.748650000,-79.231920000,5316
43.835190752,-79.257275016,12872
43.784390000,-79.416660000,25243
43.744044538,-79.300756939,20967
43.691980000,-79.318170000,5772
43.639261000,-79.410864000,12200
43.656880000,-79.356260000,4535
43.637320000,-79.397230000,23987
43.667879418,-79.379245227,12529
43.623774357,-79.483187199,13569
43.679310000,-79.525270000,11434
43.740602933,-79.218056672,7831
43.758914454,-79.197786722,22524
43.776940000,-79.413170000,7014
43.732958864,-79.346925633,6333
43.682901000,-79.365943000,16607
43.739080000,-79.592790000,7704
43.746610000,-79.596470000,7966
43.688240000,-79.569340000,10059
43.679968903,-79.433846907,9127
43.795902962,-79.413300573,8158
43.695640000,-79.284780000,4328
43.809225078,-79.271400431,2481
43.642390000,-79.384030000,6151
43.693503210,-79.598849394,6621
43.730854463,-79.599644930,7139
43.715560000,-79.568520000,10711
43.696608693,-79.490936658,6354
43.665427433,-79.470588659,10253
43.694153200,-79.534747600,5783
43.689210000,-79.540830000,6889
43.634475900,-79.567201400,13433
43.639774400,-79.544476400,10416
43.669180000,-79.560740000,6377
43.664390000,-79.558580000,6733
43.649429800,-79.568681000,5947
43.807158451,-79.332348169,12144
43.792100000,-79.195490000,18097
43.719581766,-79.247289106,10565
43.720892906,-79.349645376,19745
43.708495348,-79.362993986,12669
43.772604540,-79.274524748,11557
43.771394996,-79.208952514,3300
43.718594000,-79.273116000,7130
43.710261376,-79.264619350,10216
43.727413000,-79.233407000,6273
43.734819575,-79.301437639,10380
43.758902900,-79.214926000,5375
43.731376053,-79.300021297,10670
43.814407100,-79.286746200,12170
43.816786700,-79.276917600,9668
43.795991800,-79.165024200,5960
43.807974000,-79.256290200,8621
43.798751400,-79.328282000,6743
43.789742757,-79.404968619,7167
43.631080000,-79.415553000,21367
43.719128000,-79.516779000,16172
43.652433706,-79.360906587,9522
43.747990000,-79.462420000,29541
43.684584000,-79.297304000,11609
43.693539400,-79.311579300,5614
43.754508000,-79.443284000,15906
43.805551000,-79.211562000,2748
43.726765222,-79.350632429,17086
43.613540000,-79.536310000,10375
43.702410000,-79.523740000,7939
43.629320000,-79.477920000,7324
43.654296000,-79.406841000,10334
43.757001100,-79.310442000,10142
43.816962000,-79.224437700,7028
43.646960000,-79.419830000,5191
43.635932500,-79.519779700,17753
43.765575600,-79.302233300,26701
43.704472600,-79.269656100,8222
43.742126900,-79.282652600,14072
43.739700000,-79.509670000,12808
43.649610000,-79.429800000,8408
43.734837000,-79.354340000,14164
43.780548000,-79.432753000,4454
43.781915000,-79.423911000,4909
43.664810000,-79.355210000,8039
43.777480000,-79.443950000,21210
43.812660000,-79.291300000,12410
43.810750000,-79.301297000,15862
43.771262000,-79.229790000,16976
43.661680000,-79.389890000,10185
43.727503000,-79.480028000,18967
43.805000000,-79.186650000,11236
43.728580000,-79.482470000,20243
43.731865600,-79.511257400,14363
43.725922000,-79.485461000,11970
43.697310000,-79.527430000,5847
43.737860000,-79.520120000,11842
43.700850000,-79.503220000,16521
43.777718000,-79.511093000,23809
43.773320000,-79.246230000,15139
43.778930000,-79.275440000,10778
43.810360000,-79.220030000,4778
43.773312000,-79.416196000,7449
43.771165000,-79.416588000,5833
43.798131000,-79.269608000,8310
43.760450000,-79.487310000,4630
43.766976000,-79.489708000,3016
43.776450000,-79.417340000,8164
43.678220000,-79.390000000,13003
43.794850000,-79.219610000,6089
43.796931000,-79.272693000,14962
43.619120000,-79.555270000,10004
43.750420000,-79.244420000,13136
43.673046000,-79.472209000,4240
43.749850000,-79.639290000,29577
43.641450000,-79.398820000,5875
43.646814000,-79.430379000,8849
43.664817000,-79.391122000,10549
43.762120000,-79.258330000,13987
43.660267000,-79.415841000,8789
43.783320000,-79.170620000,4889
43.722700000,-79.255664000,10715
43.765777902,-79.409081787,8357
43.705290000,-79.361480000,13845
43.721814000,-79.274485000,9087
43.636654000,-79.438553000,5774
43.767039000,-79.501185000,6160
43.759258000,-79.597022000,18164
43.747310000,-79.564383000,15773
43.644092000,-79.481907000,10267
43.641464000,-79.557686000,10997
43.632309000,-79.553688000,8575
43.784094000,-79.297152000,4677
43.756079000,-79.314615000,20133
43.651875000,-79.369856000,8624
43.642696000,-79.437452000,6127
43.694396000,-79.308279000,5471
43.666490000,-79.375829000,6199
43.645156000,-79.365500000,6142
43.723940100,-79.447804300,5496
43.723273700,-79.450823900,4737
43.641913700,-79.404066900,13974
43.714339000,-79.452380000,12634
43.650654000,-79.443039000,13910
43.714761000,-79.585239000,17241
43.722556000,-79.500476000,14968
43.670549000,-79.389803000,11291
43.671922600,-73.389641900,7803
43.733636000,-79.590410000,9306
43.771587000,-79.454430000,14814
43.696138000,-79.520892000,8437
43.712225000,-79.478857000,18937
43.669371000,-79.591652000,20163
43.637670000,-79.391910000,8423
43.637832657,-79.390966787,7022
43.638797516,-79.386772414,6665
43.639449055,-79.382923973,7181
43.639907613,-79.380398764,9230
43.641096271,-79.377041249,11043
43.636616078,-79.396928931,5781
43.718305685,-79.331606835,5921
43.644885202,-79.478592235,6488
43.711966953,-79.330475881,7447
43.676947200,-79.489360300,8780
43.825259163,-79.196812207,1081
43.818186976,-79.173580043,1982
